compani,2282
will,1370
salmon,1179
year,1053
seafood,1029
percent,1019
fish,969
product,961
price,830
oper,779
group,763
market,722
farm,609
million,606
produc,595
base,563
land,547
salmon_farm,534
mowi,488
increas,487
intrafish,473
harvest,456
sale,448
plan,445
invest,442
project,438
norway,425
export,418
site,411
ceo,407
aquacultur,397
told,396
facil,383
report,374
cost,373
industri,367
expect,363
russia,362
around,360
process,339
develop,332
includ,330
nt,327
per,322
share,320
volum,313
largest,313
accord,312
continu,309
time,303
manag,301
last_year,300
work,299
busi,295
suppli,295
food,294
salmar,294
feed,291
norwegian,286
can,285
month,279
sustain,278
result,276
growth,275
retail,272
use,271
higher,270
announc,265
ad,262
import,256
execut,253
valu,251
canada,250
countri,247
impact,245
follow,245
russian,242
world,237
global,237
close,236
move,224
deal,224
current,222
level,222
major,221
part,221
chile,219
fund,214
earn,213
demand,213
loss,212
fisheri,212
week,210
consum,209
main,208
sector,207
need,204
giant,204
trade,202
come,201
investor,200
revenu,198
supplier,198
challeng,197
total,195
offer,192
sea,192
region,192
may,191
atlantic_sapphir,190
iceland,184
ukrain,183
based_salmon_farm,183
board,181
alaska,181
director,181
govern,179
earlier,179
end,179
across,178
recent,177
quarter,176
brand,175
start,173
addit,173
reach,171
number,170
technolog,170
remain,169
posit,169
uk,167
strong,167
ocean,167
custom,166
acquir,166
sever,164
grow,164
rais,163
sourc,163
capit,163
build,163
licens,160
united_st,160
despit,160
complet,160
signific,160
phase,159
chang,159
plant,158
covid,157
issu,157
good,156
last,155
firm,155
scotland,154
list,154
area,153
sharehold,152
sell,152
rise,152
decis,151
larg,151
reduc,148
look,148
construct,148
farmer,148
nr,148
nation,147
cermaq,147
processor,146
cook,146
estim,145
agreement,144
alreadi,144
hold,142
much,142
term,141
system,140
earli,140
record,140
first_quart,139
post,139
buy,139
fresh,138
place,138
support,137
far,137
bid,136
water,133
due,131
compar,131
pandem,130
relat,129
purchas,129
peopl,128
help,128
salmon_pric,128
interest,128
analyst,128
acquisit,128
kg,128
divis,128
smolt,127
note,125
provid,124
europ,123
lead,123
gener,122
launch,122
potenti,122
offshor,121
financi,121
show,121
billion,120
tax,120
step,119
lower,119
march,118
mortal,118
improv,117
set,115
size,115
annual,115
kilo,115
pound,113
state,113
face,112
expans,112
last_week,112
partner,112
ra,111
day,111
case,111
financ,111
former,110
egg,110
frozen,110
fish_farm,109
approv,109
nok,109
contract,109
shrimp,109
want,108
target,108
futur,108
run,107
stock,107
owner,106
initi,106
kilogram,105
ago,105
averag,104
begin,104
receiv,104
fourth_quart,103
amount,103
secur,103
head,103
saw,102
ebitda,101
among,101
subsidiari,101
environment,101
author,101
local,101
commerci,100
bakkafrost,100
bristol_bay,100
creat,99
vessel,99
british_columbia,99
scale,99
cod,98
ton,98
commun,97
low,97
buyer,97
six,97
trout,97
key,96
pay,96
confirm,96
profit,96
sold,96
april,96
avail,95
sign,95
salmon_produc,95
found,95
earnings_before_interest,95
januari,95
american,95
altern,95
deliv,94
nearli,94
account,94
grieg,94
season,94
next,93
releas,93
lot,93
capac,93
june,93
norway_royal_salmon,92
opportun,92
call,92
salmonor,91
expand,91
perform,91
fall,91
rang,91
combin,91
grieg_seafood,91
activ,90
line,90
declin,90
cargil,90
open,89
atlantic_salmon,88
farmed_salmon,88
commit,88
risk,88
role,87
past,87
yet,87
ship,87
protein,87
friday,87
china,86
speci,86
significantli,86
third,86
raw_materi,86
top,86
period,86
rate,86
worker,85
qualiti,85
situat,85
marin,85
return,85
intern,84
join,84
organ,84
requir,83
believ,83
ingredi,83
wild,83
third_quart,83
inflat,82
skret,82
better,82
find,82
employe,82
strategi,82
littl,81
focu,81
blue,81
associ,81
propos,81
member,81
permit,80
applic,80
forc,80
name,80
differ,79
becom,79
meet,79
give,79
think,79
allow,78
big,78
japan,77
biolog,77
round,77
health,77
supply_chain,76
contain,76
appoint,76
coast,76
research,75
bring,75
drop,75
depreci,74
full,74
scottish,74
doubl,74
co,74
aqua,74
right,73
small,73
final,73
stop,73
servic,73
privat,73
pre,73
push,72
eu,72
multi,72
enter,72
sanction,72
turn,72
given,72
hit,72
exist,71
logist,71
amort,71
presid,71
success,71
locat,71
data,70
accept,70
metric,70
affect,70
canadian,70
point,70
though,70
east,69
partnership,69
hope,69
genet,69
repres,69
particularli,69
forward,69
depart,68
aim,68
concern,68
limit,68
mean,68
equip,68
program,68
court,68
figur,67
condit,67
drive,67
overal,67
near,67
readi,67
control,67
aker,67
based_salmon,66
problem,66
order,66
offic,66
involv,66
possibl,66
invas,66
south,66
team,65
alleg,65
almost,65
februari,65
consid,65
chairman,65
approxim,65
job,65
econom,64
foodservic,64
struggl,64
war,64
stake,64
latest,64
lost,64
money,64
although,64
today,64
review,64
restaur,63
bc,63
cage,63
within,63
neg,63
prior,62
renew,62
octob,62
benefit,62
algal_bloom,62
hire,62
experi,62
kingfish,62
aquabounti,62
seafood_compani,62
pollock,61
equiti,61
norwegian_salmon_farm,61
segment,61
monday,61
public,61
caus,61
cite,60
west,60
harvest_volum,60
led,60
event,60
margin,60
catch,60
salmon_evolut,60
emerg,60
respons,59
togeth,59
novemb,59
offici,59
away,59
comment,59
effect,59
climat,59
establish,59
benchmark,59
later,59
serv,59
miami,59
wednesday,58
septemb,58
hand,58
fulli,58
clear,58
claim,58
north,58
similar,58
achiev,57
worth,57
famili,57
toward,57
minist,57
premium,57
sockey,57
must,57
news,57
rose,57
regul,56
employ,56
fishermen,56
replac,56
northern,56
biomar,56
began,56
forecast,56
ireland,56
nutreco,56
store,56
smaller,56
updat,55
massiv,55
home,55
fillet,55
founder,55
abl,55
inform,55
design,55
know,55
same_period,54
salmon_product,54
nordic_aquafarm,54
stage,54
share_pric,54
camanchaca,54
anim,54
isa,54
chilean,54
effort,54
thing,54
whitefish,54
pressur,54
competit,53
incid,53
held,53
consumpt,53
agre,53
fell,53
enough,53
merger,53
usda,53
larger,53
hilton,53
present,53
solut,52
rule,52
yellowtail,52
ahead,52
newfoundland,52
tilapia,52
shift,52
innov,52
attract,52
environ,52
protect,52
ongo,51
came,51
european,51
denmark,51
lawsuit,51
green,51
reason,51
recirculating_aquaculture_system,51
aquafarm,51
decemb,51
oil,51
late,51
stabl,51
difficult,51
domest,50
non,50
19_pandem,50
smoked_salmon,50
biggest,50
took,50
discovery_island,50
sea_lic,50
investig,50
seafood_industri,49
natur,49
cannot,49
farmed_salmon_pric,49
suffer,49
hard,49
labor,49
thursday,49
best,48
shortag,48
bank,48
next_week,48
private_equ,48
mitsubishi,48
tradit,48
atlant,48
statement,48
previou,48
chief,48
direct,48
focus,48
netpen,48
remov,48
cfo,48
player,47
joint_ventur,47
summer,47
consult,47
hatcheri,47
